model,accuracy,precision,recall,f1,roc_auc
DeepLearning_grid_2_AutoML_1_20230326_155756_model_5,0.7246273953158269,0.7907107002286011,0.7246273953158269,0.739041607443674,0.746282045409433
DeepLearning_grid_1_AutoML_1_20230326_155756_model_2,0.7402413058907026,0.792824151717079,0.7402413058907026,0.7529266198534563,0.7512762178146266
DeepLearning_grid_2_AutoML_1_20230326_155756_model_1,0.7650816181689141,0.796477409047304,0.7650816181689141,0.7742256651635377,0.7568785977127327
DeepLearning_grid_3_AutoML_1_20230326_155756_model_2,0.7274662881476224,0.7971667023051556,0.7274662881476224,0.7419266894321678,0.7539584383063839
DeepLearning_grid_2_AutoML_1_20230326_155756_model_2,0.6863023420865862,0.7880033768232392,0.6863023420865862,0.7035594943069948,0.733056713440113
GBM_grid_1_AutoML_1_20230326_155756_model_1,0.751596877217885,0.7649105932151824,0.751596877217885,0.7568777715184033,0.7108024267224486
DeepLearning_grid_1_AutoML_1_20230326_155756_model_5,0.7366926898509581,0.7891191874194674,0.7366926898509581,0.7495199747987135,0.7463851098590689
GBM_grid_1_AutoML_1_20230326_155756_model_15,0.7196593328601846,0.7834102071066357,0.7196593328601846,0.7341747746633298,0.7371436642083886
GBM_grid_1_AutoML_1_20230326_155756_model_4,0.7686302342086586,0.7772338919815533,0.7686302342086586,0.7722262612689665,0.7249527939372656
GBM_grid_1_AutoML_1_20230326_155756_model_14,0.7601135557132718,0.7986513694900648,0.7601135557132718,0.7704590501544779,0.7600125204220299
GBM_grid_1_AutoML_1_20230326_155756_model_3,0.7629524485450674,0.7832558531965996,0.7629524485450674,0.769977190032816,0.7374172303401382
XRT_1_AutoML_1_20230326_155756,0.7480482611781405,0.7833111190918114,0.7480482611781405,0.7583372386337285,0.7394556161218248
GBM_grid_1_AutoML_1_20230326_155756_model_10,0.7381121362668559,0.7715551940021307,0.7381121362668559,0.7484089421075296,0.7236333145018042
GBM_grid_1_AutoML_1_20230326_155756_model_7,0.7757274662881476,0.7905018618934502,0.7757274662881476,0.7811564535654992,0.7453710065706767
DeepLearning_grid_1_AutoML_1_20230326_155756_model_4,0.7672107877927609,0.780421999586323,0.7672107877927609,0.7722999613186812,0.7313415174140748
GBM_grid_1_AutoML_1_20230326_155756_model_11,0.7679205110007097,0.7913892610055551,0.7679205110007097,0.7755419350930509,0.7490100723232509
GBM_grid_1_AutoML_1_20230326_155756_model_13,0.7537260468417317,0.7593969551611193,0.7537260468417317,0.7562767783279947,0.6999921111162009
GBM_grid_1_AutoML_1_20230326_155756_model_17,0.7806955287437899,0.7913626989405038,0.7806955287437899,0.7848842231008474,0.7446915446434479
DRF_1_AutoML_1_20230326_155756,0.7267565649396736,0.7783544267724308,0.7267565649396736,0.7399346154233479,0.732199115427094
GBM_2_AutoML_1_20230326_155756,0.7487579843860894,0.7842803022830578,0.7487579843860894,0.7590641976127915,0.7407610991505453
GBM_grid_1_AutoML_1_20230326_155756_model_6,0.7636621717530163,0.7917211614089058,0.7636621717530163,0.7722767964943765,0.7501768636851776
GBM_4_AutoML_1_20230326_155756,0.7288857345635202,0.7716297914455563,0.7288857345635202,0.7409306201862063,0.7238432606029144
GBM_1_AutoML_1_20230326_155756,0.7551454932576295,0.7876618020835637,0.7551454932576295,0.7647725881493163,0.745147064062826
GBM_grid_1_AutoML_1_20230326_155756_model_2,0.7714691270404542,0.7813196038889231,0.7714691270404542,0.7754702413546541,0.7309928796461708
GBM_3_AutoML_1_20230326_155756,0.7352732434350603,0.7754877466340704,0.7352732434350603,0.7467342404070049,0.7290473791092178
GBM_grid_1_AutoML_1_20230326_155756_model_12,0.7217885024840313,0.7815213327925724,0.7217885024840313,0.7359149033859546,0.7353330381363912
GBM_grid_1_AutoML_1_20230326_155756_model_16,0.7764371894960965,0.7938510175612791,0.7764371894960965,0.7825332723430436,0.7507672575695113
GBM_grid_1_AutoML_1_20230326_155756_model_9,0.7572746628814763,0.791141736146361,0.7572746628814763,0.7670509784924551,0.7498816667430107
GBM_grid_1_AutoML_1_20230326_155756_model_8,0.7480482611781405,0.775811837806657,0.7480482611781405,0.7570131228692325,0.7288196193995287
GBM_grid_1_AutoML_1_20230326_155756_model_5,0.7352732434350603,0.7587512713645911,0.7352732434350603,0.7435833129784615,0.7053209248825575
GBM_5_AutoML_1_20230326_155756,0.7721788502484032,0.7897818649987588,0.7721788502484032,0.7783910489591015,0.7453888201792558
