model,accuracy,precision,recall,f1,roc_auc
DeepLearning_grid_3_AutoML_1_20230326_134050_model_3,0.7501774308019872,0.7868229104603492,0.7501774308019872,0.7606059628534418,0.7441902188020093
DeepLearning_grid_3_AutoML_1_20230326_134050_model_3,0.7501774308019872,0.7868229104603492,0.7501774308019872,0.7606059628534418,0.7441902188020093
DeepLearning_grid_1_AutoML_1_20230326_134050_model_6,0.7175301632363378,0.773999625085226,0.7175301632363378,0.7315814129563404,0.725863832776022
DeepLearning_1_AutoML_1_20230326_134050,0.7012065294535131,0.8006325992184706,0.7012065294535131,0.7176599084285875,0.7498358603209504
DeepLearning_grid_2_AutoML_1_20230326_134050_model_4,0.6763662171753017,0.7906491428711006,0.6763662171753017,0.6939241197673522,0.7319611765125027
DeepLearning_grid_2_AutoML_1_20230326_134050_model_2,0.7040454222853088,0.7874173949358273,0.7040454222853088,0.7202186960286339,0.7378765669613546
DeepLearning_grid_2_AutoML_1_20230326_134050_model_6,0.680624556422995,0.7772086797740086,0.680624556422995,0.6982220006119596,0.7209765420223027
DeepLearning_grid_3_AutoML_1_20230326_134050_model_5,0.6870120652945352,0.7780886401436001,0.6870120652945352,0.7042358625842567,0.7237261997465378
XRT_1_AutoML_1_20230326_134050,0.7104329311568488,0.7868987170039758,0.7104329311568488,0.7260623515280743,0.7389899174975443
DeepLearning_grid_2_AutoML_1_20230326_134050_model_7,0.7395315826827538,0.7820059391010741,0.7395315826827538,0.7511443638177145,0.7376984308755643
DeepLearning_grid_1_AutoML_1_20230326_134050_model_1,0.7189496096522356,0.797490326676326,0.7189496096522356,0.7341959044945799,0.7522012530601235
GLM_1_AutoML_1_20230326_134050,0.7040454222853088,0.8088594931171085,0.7040454222853088,0.7202917305504569,0.7583304068119239
DeepLearning_grid_3_AutoML_1_20230326_134050_model_2,0.7040454222853088,0.7923125469321226,0.7040454222853088,0.7203051655132421,0.7427854885254914
DeepLearning_grid_2_AutoML_1_20230326_134050_model_8,0.7019162526614621,0.7857466065662417,0.7019162526614621,0.718214846240251,0.7355964250632383
DeepLearning_grid_3_AutoML_1_20230326_134050_model_1,0.7196593328601846,0.7892959869790234,0.7196593328601846,0.7345153195875253,0.743688892960571
DeepLearning_grid_3_AutoML_1_20230326_134050_model_7,0.7295954577714692,0.7914512420050955,0.7295954577714692,0.7435021953175698,0.7480570442642726
DeepLearning_grid_1_AutoML_1_20230326_134050_model_8,0.7104329311568488,0.7932294788615165,0.7104329311568488,0.7262481289503044,0.7455351462497265
DeepLearning_grid_1_AutoML_1_20230326_134050_model_4,0.7473385379701917,0.7737523685284073,0.7473385379701917,0.756046280258427,0.7258778291827624
GBM_grid_1_AutoML_1_20230326_134050_model_7,0.765791341376863,0.8021820640347718,0.765791341376863,0.7756508829217456,0.7647293094936355
DeepLearning_grid_3_AutoML_1_20230326_134050_model_6,0.7544357700496807,0.7939042990174527,0.7544357700496807,0.7651078583814268,0.7536594241623787
DeepLearning_grid_1_AutoML_1_20230326_134050_model_5,0.7601135557132718,0.7886409656967552,0.7601135557132718,0.7689087978064225,0.7461039093236428
DeepLearning_grid_2_AutoML_1_20230326_134050_model_1,0.723207948899929,0.7835787708577417,0.723207948899929,0.7373155475782245,0.7379440041938325
DeepLearning_grid_3_AutoML_1_20230326_134050_model_4,0.7125621007806955,0.7689389991577009,0.7125621007806955,0.7268289957498151,0.7191799123570458
GBM_grid_1_AutoML_1_20230326_134050_model_17,0.752306600425834,0.8012242570819497,0.752306600425834,0.7641268543270466,0.7628334325805811
DeepLearning_grid_3_AutoML_1_20230326_134050_model_8,0.7182398864442867,0.7879337155054266,0.7182398864442867,0.7331710933575887,0.7418960804971524
DeepLearning_grid_2_AutoML_1_20230326_134050_model_3,0.6926898509581263,0.7921719679886098,0.6926898509581263,0.7096122098564807,0.7390789855404394
GBM_grid_1_AutoML_1_20230326_134050_model_14,0.7636621717530163,0.7968850953397709,0.7636621717530163,0.7731364862253655,0.7575402460313825
GBM_grid_1_AutoML_1_20230326_134050_model_2,0.7501774308019872,0.8029338150064377,0.7501774308019872,0.7624360688162358,0.7646440586525787
DeepLearning_grid_1_AutoML_1_20230326_134050_model_7,0.7295954577714692,0.7893081883434092,0.7295954577714692,0.7433516305053023,0.7456025834822042
GBM_grid_1_AutoML_1_20230326_134050_model_6,0.7345635202271115,0.7972772787109389,0.7345635202271115,0.748284579646446,0.7555591182772713
GBM_grid_1_AutoML_1_20230326_134050_model_11,0.752306600425834,0.8012242570819497,0.752306600425834,0.7641268543270466,0.7628334325805811
DeepLearning_grid_1_AutoML_1_20230326_134050_model_3,0.7217885024840313,0.783647627577631,0.7217885024840313,0.7360717205847964,0.7377874989184594
GBM_1_AutoML_1_20230326_134050,0.7366926898509581,0.7989457584455559,0.7366926898509581,0.7502808965374013,0.7578392601753877
GBM_grid_1_AutoML_1_20230326_134050_model_16,0.7558552164655784,0.8022644885828802,0.7558552164655784,0.7672781808788836,0.7644519261600475
DeepLearning_grid_1_AutoML_1_20230326_134050_model_2,0.7430801987224982,0.7807217884020123,0.7430801987224982,0.7538958170232483,0.7360443100789398
GBM_grid_1_AutoML_1_20230326_134050_model_9,0.7572746628814763,0.7984609098781751,0.7572746628814763,0.7680583039363418,0.7596995098712839
DeepLearning_grid_2_AutoML_1_20230326_134050_model_5,0.7310149041873669,0.767811512412794,0.7310149041873669,0.7420980857300701,0.7187600201548258
GBM_grid_1_AutoML_1_20230326_134050_model_3,0.7494677075940384,0.7985354394901327,0.7494677075940384,0.761423437184663,0.7592478076537441
GBM_grid_1_AutoML_1_20230326_134050_model_4,0.7203690560681334,0.7911074636810012,0.7203690560681334,0.7352423054657897,0.7458125295833142
GBM_2_AutoML_1_20230326_134050,0.7487579843860894,0.7697293875847031,0.7487579843860894,0.7562033690766973,0.7194891057059534
GBM_grid_1_AutoML_1_20230326_134050_model_12,0.7565649396735273,0.7723642668074077,0.7565649396735273,0.7625274284000486,0.7215771151115387
GBM_3_AutoML_1_20230326_134050,0.7615330021291696,0.7744824181581115,0.7615330021291696,0.7666026606576671,0.7233521139663781
GBM_5_AutoML_1_20230326_134050,0.7444996451383961,0.7820630556290598,0.7444996451383961,0.7552555086419043,0.7378371225423582
GBM_grid_1_AutoML_1_20230326_134050_model_1,0.7402413058907026,0.7616135082175652,0.7402413058907026,0.7479390765030258,0.7087322309254425
GBM_grid_1_AutoML_1_20230326_134050_model_10,0.7544357700496807,0.7638948848125872,0.7544357700496807,0.7584149710509659,0.7078428228971034
GBM_4_AutoML_1_20230326_134050,0.7565649396735273,0.7613186671773985,0.7565649396735273,0.7587333606618802,0.7019414288549922
DRF_1_AutoML_1_20230326_134050,0.7629524485450674,0.7482423226069707,0.7629524485450674,0.7518600372963805,0.662965253284066
GBM_grid_1_AutoML_1_20230326_134050_model_5,0.7416607523066004,0.7500874996774279,0.7416607523066004,0.7453286215653657,0.6892530499442688
GBM_grid_1_AutoML_1_20230326_134050_model_15,0.7650816181689141,0.7591361367447919,0.7650816181689141,0.7616526172418167,0.6897900030028654
GBM_grid_1_AutoML_1_20230326_134050_model_13,0.759403832505323,0.7474728100958173,0.759403832505323,0.7514083561581312,0.6678919884567817
GBM_grid_1_AutoML_1_20230326_134050_model_8,0.758694109297374,0.7376154869429477,0.758694109297374,0.7379165291173395,0.6346785152611729
