model,accuracy,precision,recall,f1,roc_auc
DeepLearning_grid_1_AutoML_1_20230326_141321_model_8,0.6281050390347764,0.8013853407444294,0.6281050390347764,0.6440324561295226,0.7192766148036177
DeepLearning_grid_1_AutoML_1_20230326_141321_model_8,0.6281050390347764,0.8013853407444294,0.6281050390347764,0.6440324561295226,0.7192766148036177
DeepLearning_grid_2_AutoML_1_20230326_141321_model_8,0.7019162526614621,0.7939891374901261,0.7019162526614621,0.7183291902725004,0.743777961003466
DeepLearning_grid_1_AutoML_1_20230326_141321_model_3,0.6401703335699077,0.7980004587633169,0.6401703335699077,0.6570256971699473,0.7226522936293446
DeepLearning_grid_2_AutoML_1_20230326_141321_model_6,0.7260468417317246,0.7958039551322194,0.7260468417317246,0.7405825576062938,0.7521656258429654
DeepLearning_grid_3_AutoML_1_20230326_141321_model_6,0.7501774308019872,0.7962375304589855,0.7501774308019872,0.7617966643699997,0.7564625227123509
GLM_1_AutoML_1_20230326_141321,0.7004968062455642,0.8030447141065069,0.7004968062455642,0.7169645296345891,0.7518029916683208
DeepLearning_grid_1_AutoML_1_20230326_141321_model_6,0.7359829666430092,0.7777111981809637,0.7359829666430092,0.7476287026611124,0.7319891693259839
DeepLearning_grid_2_AutoML_1_20230326_141321_model_2,0.6181689141234918,0.7997570393700564,0.6181689141234918,0.6335489736024241,0.7132721563118705
DeepLearning_grid_1_AutoML_1_20230326_141321_model_2,0.7061745919091554,0.7939822526263053,0.7061745919091554,0.7223118809133087,0.7450656304236076
DeepLearning_grid_3_AutoML_1_20230326_141321_model_3,0.6600425833924769,0.7988492401097741,0.6600425833924769,0.6773534403841516,0.7322067498307707
XRT_1_AutoML_1_20230326_141321,0.6926898509581263,0.7957004044461619,0.6926898509581263,0.7095819763124555,0.7423515999165305
DeepLearning_1_AutoML_1_20230326_141321,0.6699787083037615,0.7902509483548417,0.6699787083037615,0.6876808882131223,0.7292115187882674
DeepLearning_grid_1_AutoML_1_20230326_141321_model_7,0.7012065294535131,0.7870755717394847,0.7012065294535131,0.717584182389401,0.7367454028165861
DeepLearning_grid_3_AutoML_1_20230326_141321_model_2,0.7253371185237757,0.7932445024080237,0.7253371185237757,0.7398161326719503,0.7492238356261992
DeepLearning_grid_2_AutoML_1_20230326_141321_model_3,0.6763662171753017,0.8002077775349719,0.6763662171753017,0.6935971405325475,0.7401427124527303
DeepLearning_grid_2_AutoML_1_20230326_141321_model_7,0.687721788502484,0.7842297904644585,0.687721788502484,0.7049281783761383,0.729940604339395
DeepLearning_grid_1_AutoML_1_20230326_141321_model_1,0.6983676366217175,0.7995812553273967,0.6983676366217175,0.714964912851186,0.7478865425821588
DeepLearning_grid_3_AutoML_1_20230326_141321_model_1,0.6337828246983677,0.7960429056993218,0.6337828246983677,0.6505116029716532,0.7182663287170639
DeepLearning_grid_1_AutoML_1_20230326_141321_model_4,0.6912704045422285,0.790761862783633,0.6912704045422285,0.7082709267611296,0.7372861730770208
GBM_grid_1_AutoML_1_20230326_141321_model_14,0.7402413058907026,0.79696920064606,0.7402413058907026,0.7532735974660291,0.7561851393787631
GBM_grid_1_AutoML_1_20230326_141321_model_7,0.7175301632363378,0.8050934646615006,0.7175301632363378,0.7330437888973355,0.7594081301309555
GBM_grid_1_AutoML_1_20230326_141321_model_6,0.7452093683463449,0.795170405027517,0.7452093683463449,0.7574335042020006,0.7546875238575115
DeepLearning_grid_3_AutoML_1_20230326_141321_model_8,0.6926898509581263,0.7820145362745848,0.6926898509581263,0.709583976496064,0.7292611424121662
GBM_grid_1_AutoML_1_20230326_141321_model_11,0.7416607523066004,0.8018743485811263,0.7416607523066004,0.7548763817261621,0.7620687198122955
DeepLearning_grid_3_AutoML_1_20230326_141321_model_7,0.6415897799858056,0.7844164848761288,0.6415897799858056,0.659502513749167,0.7129909557764443
GBM_grid_1_AutoML_1_20230326_141321_model_17,0.6919801277501775,0.8027364664299035,0.6919801277501775,0.7087819935368557,0.7484094992340149
GBM_grid_1_AutoML_1_20230326_141321_model_2,0.6891412349183819,0.8026773696189521,0.6891412349183819,0.7060308537432134,0.7472783350892462
GBM_grid_1_AutoML_1_20230326_141321_model_16,0.7004968062455642,0.7951444585970764,0.7004968062455642,0.7169983861271101,0.7444396093221158
DeepLearning_grid_2_AutoML_1_20230326_141321_model_4,0.6792051100070973,0.7732985702841226,0.6792051100070973,0.6968773493141217,0.7167292687768159
GBM_grid_1_AutoML_1_20230326_141321_model_9,0.7040454222853088,0.8052356160836855,0.7040454222853088,0.7203302791975166,0.7550577924358328
DeepLearning_grid_2_AutoML_1_20230326_141321_model_1,0.7033356990773598,0.7725246568982981,0.7033356990773598,0.7189955684532673,0.7218443192402242
DeepLearning_grid_3_AutoML_1_20230326_141321_model_5,0.7026259758694109,0.7844394076751833,0.7026259758694109,0.7188379245049039,0.7344474473098908
GBM_1_AutoML_1_20230326_141321,0.7331440738112136,0.790221598867758,0.7331440738112136,0.7465324389268495,0.7472210770616707
DeepLearning_grid_2_AutoML_1_20230326_141321_model_5,0.6941092973740242,0.7867286142022639,0.6941092973740242,0.7109546610554679,0.7343265692516757
DeepLearning_grid_1_AutoML_1_20230326_141321_model_5,0.7253371185237757,0.7737106189864823,0.7253371185237757,0.7382255894904163,0.7263155349935616
GBM_grid_1_AutoML_1_20230326_141321_model_3,0.7182398864442867,0.7932712997242002,0.7182398864442867,0.7334054758784682,0.7476231556553117
DeepLearning_grid_3_AutoML_1_20230326_141321_model_4,0.7310149041873669,0.7666163750241601,0.7310149041873669,0.7418994422980837,0.7171237129667801
GBM_grid_1_AutoML_1_20230326_141321_model_4,0.7459190915542938,0.7665005665875496,0.7459190915542938,0.7533176708817718,0.7150853271850937
GBM_grid_1_AutoML_1_20230326_141321_model_12,0.752306600425834,0.7770996581451245,0.752306600425834,0.7605575114166571,0.7301072888196704
GBM_5_AutoML_1_20230326_141321,0.7444996451383961,0.7755665306247655,0.7444996451383961,0.7541875855457987,0.7288374330081079
GBM_2_AutoML_1_20230326_141321,0.7565649396735273,0.7621807356699773,0.7565649396735273,0.759086267914992,0.7035777360430376
GBM_grid_1_AutoML_1_20230326_141321_model_1,0.7579843860894251,0.7539734595720621,0.7579843860894251,0.755799266627394,0.6857348622499096
GBM_3_AutoML_1_20230326_141321,0.7544357700496807,0.7568925786533696,0.7544357700496807,0.7556073338565661,0.6947523653927393
GBM_4_AutoML_1_20230326_141321,0.7537260468417317,0.752331104010257,0.7537260468417317,0.7530090260391559,0.6860835000178136
GBM_grid_1_AutoML_1_20230326_141321_model_10,0.7508871540099361,0.7437640664846228,0.7508871540099361,0.7467714816723667,0.6702255711806351
