model,accuracy,precision,recall,f1,roc_auc
DeepLearning_grid_1_AutoML_1_20230326_144631_model_5,0.7061745919091554,0.7804855338515175,0.7061745919091554,0.7219424757701135,0.7311570193252205
DeepLearning_grid_1_AutoML_1_20230326_144631_model_5,0.7061745919091554,0.7804855338515175,0.7061745919091554,0.7219424757701135,0.7311570193252205
DeepLearning_grid_2_AutoML_1_20230326_144631_model_5,0.7040454222853088,0.773572864843474,0.7040454222853088,0.7196884883361168,0.7231498022689448
DeepLearning_grid_1_AutoML_1_20230326_144631_model_4,0.7253371185237757,0.7845476335163577,0.7253371185237757,0.7392564321963219,0.7394059924979259
DeepLearning_grid_3_AutoML_1_20230326_144631_model_7,0.7267565649396736,0.7737554121031607,0.7267565649396736,0.7394266561729657,0.7264720402689345
DeepLearning_grid_2_AutoML_1_20230326_144631_model_4,0.6933995741660752,0.7782519528157918,0.6933995741660752,0.7101813231056415,0.7256577038767501
DeepLearning_grid_1_AutoML_1_20230326_144631_model_1,0.7331440738112136,0.7807727627314374,0.7331440738112136,0.7456296395652914,0.735766926745352
GBM_grid_1_AutoML_1_20230326_144631_model_13,0.7274662881476224,0.767188178162731,0.7274662881476224,0.7391276434870141,0.7179596801693819
DeepLearning_grid_1_AutoML_1_20230326_144631_model_7,0.6706884315117104,0.7830495246130347,0.6706884315117104,0.6886056110557773,0.723153619470783
DeepLearning_grid_3_AutoML_1_20230326_144631_model_4,0.7366926898509581,0.770800216861253,0.7366926898509581,0.7471474360293603,0.7226586556324086
DeepLearning_grid_1_AutoML_1_20230326_144631_model_3,0.7388218594748048,0.7963222908466019,0.7388218594748048,0.7519792432950864,0.7552104805093673
DeepLearning_grid_2_AutoML_1_20230326_144631_model_7,0.7402413058907026,0.7836249445805897,0.7402413058907026,0.7519427364206991,0.7398220674983076
DeepLearning_grid_3_AutoML_1_20230326_144631_model_6,0.7246273953158269,0.7856410001212493,0.7246273953158269,0.738714384916898,0.7405549702512737
DeepLearning_grid_3_AutoML_1_20230326_144631_model_3,0.7473385379701917,0.7835380219992482,0.7473385379701917,0.757794940172379,0.7397864402811496
XRT_1_AutoML_1_20230326_144631,0.7033356990773598,0.7777499479881924,0.7033356990773598,0.7192559296422883,0.7275713943983837
GBM_grid_1_AutoML_1_20230326_144631_model_15,0.6962384669978708,0.7850804070547742,0.6962384669978708,0.7129324737985845,0.733334096773701
DeepLearning_grid_3_AutoML_1_20230326_144631_model_2,0.7757274662881476,0.7824243604269495,0.7757274662881476,0.7786039449074722,0.730644241878267
DeepLearning_grid_2_AutoML_1_20230326_144631_model_3,0.7331440738112136,0.7781891008916082,0.7331440738112136,0.7453253123013861,0.7324943123692609
DeepLearning_grid_2_AutoML_1_20230326_144631_model_8,0.7665010645848119,0.7740662495808348,0.7665010645848119,0.769736767627607,0.720218191257081
GBM_grid_1_AutoML_1_20230326_144631_model_8,0.716820440028389,0.7843426803216911,0.716820440028389,0.7317073133580616,0.7376488072516655
DeepLearning_grid_1_AutoML_1_20230326_144631_model_8,0.7856635911994322,0.7867315352033122,0.7856635911994322,0.7861822284458955,0.7317397788058774
GBM_grid_1_AutoML_1_20230326_144631_model_1,0.7381121362668559,0.7904652649443974,0.7381121362668559,0.7508702714305264,0.7481779223224874
DeepLearning_1_AutoML_1_20230326_144631,0.7366926898509581,0.7871016433068552,0.7366926898509581,0.7493254319190592,0.7439306490770007
DRF_1_AutoML_1_20230326_144631,0.7146912704045423,0.7894616565571291,0.7146912704045423,0.7300329205598028,0.7427320476997542
GBM_grid_1_AutoML_1_20230326_144631_model_10,0.7083037615330021,0.7973162033264322,0.7083037615330021,0.72433952503437,0.7489820795097694
DeepLearning_grid_3_AutoML_1_20230326_144631_model_8,0.7274662881476224,0.7773665904216763,0.7274662881476224,0.7404365953538685,0.7310501376737463
GBM_3_AutoML_1_20230326_144631,0.7047551454932577,0.798487697243493,0.7047551454932577,0.7210198613156519,0.7489998931183486
DeepLearning_grid_1_AutoML_1_20230326_144631_model_6,0.7551454932576295,0.7745254212342967,0.7551454932576295,0.7620833816085995,0.7255113778062795
GBM_grid_1_AutoML_1_20230326_144631_model_4,0.7054648687012065,0.7996170812160057,0.7054648687012065,0.7216917556554922,0.750305376147069
